newsname
껌딱지 본명 뭐에요?
껌딱지는 이제 안나오나여?
1화치고 넘재밌어요 굿
저는 재밌게 봤어요ㅎㅎ점점 더 재밌어 질듯요
간만에 재밌는 드라마라 반갑네요. 본방사수할게요.
이거 재밌나요??
추영우 아쉽다 내일은 많이 나올겨~???
승범이 본명이 뭐에요?
그런데로 볼만하네요
가볍게 보기렌 좋은듯 전작보다
정진영 사랑해❤️❤️❤️❤️❤️
실제러 경찰대붙음 로또지 인생 출세함
고3인생 최대 행복 ㅠㅠ
실시간 댓글이 그랬나요???저는 드라마 끝나고 톡방에 와본거라서ㅎ
완전 꿀잼인디,,,
아 존잼 ㅠㅠㅠ진영이 대박나자❤
왜 재밌는뎅..?!?!
와 방영중에 실시간 댓들은 다 별로 노잼이라는 분위기였는데 ㅋㅋㅋㅋㅋ 작업 장난아니네ㅋㅋㅋㅋ
앞으론 경찰수업으로 정주행 할께요~~완죤 대박대박~~믿고보는 배우 차배우~~충주의자랑 진영~~드라마 대박 고고고9999
제가 보는 드라마가 다 끝나서 요즘 볼거 없었는데 드디어 월화에 볼 드라마를 찾았어요ㅎㅎ
차태현 지금처럼 드라마 영화에서 연기하는 모습 계속 볼수있으면 좋겠습니다. 대한민국민배우 응원합니다! ^^
경찰수업 화이팅
영재 화이팅~~잘생겻다
경찰수업~~~~대박추영우 엄청 기대되고 낼이 빨리 왔음 좋겠네요보고싶고 또 보고싶어요 ~~~짱짱 ~~~
경찰수업 대박나자
월요일 정착할곳 찾았네요 부모님들도 잼있다고 안주무시고 다보시네요
진영 내안의 그놈이요 거기서 멋있게나옴
가족들이 편히 볼수 있는 드라마라서반가워요
동백꽃 2탄 가나요 ~~ 감동과 재미 줄 드라마 되길 기대해용!
진영이 원래 배우하던애에요? 작품뭐나왓엇나요?
최고 최고 믿고보는 배우 차태현 화이팅
드라마가 무겁지않고 주말연속극처럼 부담없이 웃기 좋네요
경찰수업 화이팅
연기 못한다고는 하지 맙시다 연기 너무 잘하시는데 연기 못한다고 그러시는건 아니죠
시청률 꽤 나오겟는데~ 시간대도 괜찬고 부담없이 볼수잇어서
진짜 차태현 너무 멋져......ㅠㅠ
믿고보는 차태현 배우님 화이팅
넘재미있어요
익숙한 소재지만 연기자들이 맘에 들어서 첫방 끝까지 봤는데 잼나네요👍
추영우 기대되요 홧팅
넘 재밋어요 ㅜㅜ 내일 방송도 기대됩니당 굿
경찰대 가고싶다ㅠㅠ멋져브러
진영은 가수로 데뷔했어요b1a4요 내안의 그놈 영화도 몆해전 찍었구요
차태현이 순경인가요? 소품에도 신경써야 할듯 ㅉㅉ
kbs드라마서 11시20분에 또 하네요
과하지 않고 담백한 드라마!!
진영 구르미 그린 달빛이랑 영화 내안의 그놈에 나왔어요~
갓세븐진영이랑이름같아서동명이인인줄ㅋ
이거보다 라켓으로 넘어가서 낼부터 집중해야지
올림픽 끝나자마자 바로 볼 드라마가 생겨서 좋네요
진영아ㅠㅠㅠ 기다렸어
재밌네
경찰수어 넘 재미 있네요 내일도 본방수사 할게요더운날씨에 수고 많이 하세요 ~~^^♡
껌딱지 최우성이요
찾아보니까 승범역 배우님 이름 최우성이요
넘 재미있네요오랜만에 힐링
경찰수업 넘 재밋게봣어요본방사수~~ㅎㅎ앞으로의 스토리 기대되요^^
이정도면 실시간 시청률1위 나올듯~~
재밌는데요~월,화에 볼 드라마 생겨서 좋네요
이드라마 재미 있나요? 오늘 못봐서~ㅠㅠ
껌딱지 본명 뭐에요?
껌딱지는 이제 안나오나여?
1화치고 넘재밌어요 굿
저는 재밌게 봤어요ㅎㅎ점점 더 재밌어 질듯요
간만에 재밌는 드라마라 반갑네요. 본방사수할게요.
이거 재밌나요??
추영우 아쉽다 내일은 많이 나올겨~???
승범이 본명이 뭐에요?
그런데로 볼만하네요
가볍게 보기렌 좋은듯 전작보다
정진영 사랑해❤️❤️❤️❤️❤️
실제러 경찰대붙음 로또지 인생 출세함
고3인생 최대 행복 ㅠㅠ
실시간 댓글이 그랬나요???저는 드라마 끝나고 톡방에 와본거라서ㅎ
완전 꿀잼인디,,,
아 존잼 ㅠㅠㅠ진영이 대박나자❤
왜 재밌는뎅..?!?!
와 방영중에 실시간 댓들은 다 별로 노잼이라는 분위기였는데 ㅋㅋㅋㅋㅋ 작업 장난아니네ㅋㅋㅋㅋ
앞으론 경찰수업으로 정주행 할께요~~완죤 대박대박~~믿고보는 배우 차배우~~충주의자랑 진영~~드라마 대박 고고고9999
제가 보는 드라마가 다 끝나서 요즘 볼거 없었는데 드디어 월화에 볼 드라마를 찾았어요ㅎㅎ
차태현 지금처럼 드라마 영화에서 연기하는 모습 계속 볼수있으면 좋겠습니다. 대한민국민배우 응원합니다! ^^
경찰수업 화이팅
영재 화이팅~~잘생겻다
경찰수업~~~~대박추영우 엄청 기대되고 낼이 빨리 왔음 좋겠네요보고싶고 또 보고싶어요 ~~~짱짱 ~~~
경찰수업 대박나자
월요일 정착할곳 찾았네요 부모님들도 잼있다고 안주무시고 다보시네요
진영 내안의 그놈이요 거기서 멋있게나옴
가족들이 편히 볼수 있는 드라마라서반가워요
동백꽃 2탄 가나요 ~~ 감동과 재미 줄 드라마 되길 기대해용!
진영이 원래 배우하던애에요? 작품뭐나왓엇나요?
최고 최고 믿고보는 배우 차태현 화이팅
드라마가 무겁지않고 주말연속극처럼 부담없이 웃기 좋네요
경찰수업 화이팅
연기 못한다고는 하지 맙시다 연기 너무 잘하시는데 연기 못한다고 그러시는건 아니죠
시청률 꽤 나오겟는데~ 시간대도 괜찬고 부담없이 볼수잇어서
진짜 차태현 너무 멋져......ㅠㅠ
믿고보는 차태현 배우님 화이팅
드라마 재미잇네요
👍
너무 재밌어요!!!경찰수업 대박💕💕💕💕
오~호 시작이 좋아요~~ 왕 뜨겠어요 방송시간 쪼끔만 일찍시작하면 좋겠다는~? ^^
일단 재밌네.감동도 있고.웃음도있고.
차태현, 공효진은 대사를 편하게 하는게 장점
경찰수업이 나를 살리네.
차태현 배우님 나온다고 해서 경찰수업 기다렸는데 역시 재밌어요ㅎㅎㅎ
수정이 스케이트 프로 할때도 열심히 하는 모습 좋 았는데 유도도 열심히 해서 액션연기도잘할듯
청률 얼마나 나올래나
차태현 연기 못한다고 한사람들 니네보단 잘하니깐 걍 조용히있어 니네가 평가할 사람이아니야
드라마 잘안보는데 차태현 좋아해서 봤는데넘넘 재밌네요!!! 차태현 응원합니다
잼다 ㅜㅜ빨랑 2화!!! 지녕 사랑햐
시험 합격하면 가는곳은 대학이아니라 중앙경찰학교입니다
오늘 실제로 경찰대1차 합격자 발표날임
경찰공무원 합격하면 순경부터 시작이고 경찰대 졸업하면 경찰 간부되는거
역시 차태현. ❤❤❤❤❤❤❤❤❤
간만에 KBS드라마 볼만하네요
수정이 진짜 이쁨 ㅇㅈ
오랜만에 역대급 드라마 나왔네요넘 꿀잼이예요
넘재미있어요
익숙한 소재지만 연기자들이 맘에 들어서 첫방 끝까지 봤는데 잼나네요👍
추영우 기대되요 홧팅
넘 재밋어요 ㅜㅜ 내일 방송도 기대됩니당 굿
경찰대 가고싶다ㅠㅠ멋져브러
진영은 가수로 데뷔했어요b1a4요 내안의 그놈 영화도 몆해전 찍었구요
차태현이 순경인가요? 소품에도 신경써야 할듯 ㅉㅉ
kbs드라마서 11시20분에 또 하네요
과하지 않고 담백한 드라마!!
진영 구르미 그린 달빛이랑 영화 내안의 그놈에 나왔어요~
갓세븐진영이랑이름같아서동명이인인줄ㅋ
이거보다 라켓으로 넘어가서 낼부터 집중해야지
올림픽 끝나자마자 바로 볼 드라마가 생겨서 좋네요
진영아ㅠㅠㅠ 기다렸어
재밌네
경찰수어 넘 재미 있네요 내일도 본방수사 할게요더운날씨에 수고 많이 하세요 ~~^^♡
껌딱지 최우성이요
찾아보니까 승범역 배우님 이름 최우성이요
넘 재미있네요오랜만에 힐링
경찰수업 넘 재밋게봣어요본방사수~~ㅎㅎ앞으로의 스토리 기대되요^^
이정도면 실시간 시청률1위 나올듯~~
재밌는데요~월,화에 볼 드라마 생겨서 좋네요
이드라마 재미 있나요? 오늘 못봐서~ㅠㅠ
껌딱지 본명 뭐에요?
껌딱지는 이제 안나오나여?
1화치고 넘재밌어요 굿
저는 재밌게 봤어요ㅎㅎ점점 더 재밌어 질듯요
간만에 재밌는 드라마라 반갑네요. 본방사수할게요.
이거 재밌나요??
추영우 아쉽다 내일은 많이 나올겨~???
승범이 본명이 뭐에요?
그런데로 볼만하네요
가볍게 보기렌 좋은듯 전작보다
정진영 사랑해❤️❤️❤️❤️❤️
실제러 경찰대붙음 로또지 인생 출세함
고3인생 최대 행복 ㅠㅠ
실시간 댓글이 그랬나요???저는 드라마 끝나고 톡방에 와본거라서ㅎ
완전 꿀잼인디,,,
아 존잼 ㅠㅠㅠ진영이 대박나자❤
왜 재밌는뎅..?!?!
와 방영중에 실시간 댓들은 다 별로 노잼이라는 분위기였는데 ㅋㅋㅋㅋㅋ 작업 장난아니네ㅋㅋㅋㅋ
앞으론 경찰수업으로 정주행 할께요~~완죤 대박대박~~믿고보는 배우 차배우~~충주의자랑 진영~~드라마 대박 고고고9999
제가 보는 드라마가 다 끝나서 요즘 볼거 없었는데 드디어 월화에 볼 드라마를 찾았어요ㅎㅎ
차태현 지금처럼 드라마 영화에서 연기하는 모습 계속 볼수있으면 좋겠습니다. 대한민국민배우 응원합니다! ^^
경찰수업 화이팅
영재 화이팅~~잘생겻다
경찰수업~~~~대박추영우 엄청 기대되고 낼이 빨리 왔음 좋겠네요보고싶고 또 보고싶어요 ~~~짱짱 ~~~
경찰수업 대박나자
월요일 정착할곳 찾았네요 부모님들도 잼있다고 안주무시고 다보시네요
진영 내안의 그놈이요 거기서 멋있게나옴
가족들이 편히 볼수 있는 드라마라서반가워요
동백꽃 2탄 가나요 ~~ 감동과 재미 줄 드라마 되길 기대해용!
진영이 원래 배우하던애에요? 작품뭐나왓엇나요?
최고 최고 믿고보는 배우 차태현 화이팅
드라마가 무겁지않고 주말연속극처럼 부담없이 웃기 좋네요
경찰수업 화이팅
연기 못한다고는 하지 맙시다 연기 너무 잘하시는데 연기 못한다고 그러시는건 아니죠
시청률 꽤 나오겟는데~ 시간대도 괜찬고 부담없이 볼수잇어서
진짜 차태현 너무 멋져......ㅠㅠ
믿고보는 차태현 배우님 화이팅
드라마 재미잇네요
👍
너무 재밌어요!!!경찰수업 대박💕💕💕💕
오~호 시작이 좋아요~~ 왕 뜨겠어요 방송시간 쪼끔만 일찍시작하면 좋겠다는~? ^^
일단 재밌네.감동도 있고.웃음도있고.
차태현, 공효진은 대사를 편하게 하는게 장점
경찰수업이 나를 살리네.
차태현 배우님 나온다고 해서 경찰수업 기다렸는데 역시 재밌어요ㅎㅎㅎ
수정이 스케이트 프로 할때도 열심히 하는 모습 좋 았는데 유도도 열심히 해서 액션연기도잘할듯
청률 얼마나 나올래나
차태현 연기 못한다고 한사람들 니네보단 잘하니깐 걍 조용히있어 니네가 평가할 사람이아니야
드라마 잘안보는데 차태현 좋아해서 봤는데넘넘 재밌네요!!! 차태현 응원합니다
잼다 ㅜㅜ빨랑 2화!!! 지녕 사랑햐
시험 합격하면 가는곳은 대학이아니라 중앙경찰학교입니다
오늘 실제로 경찰대1차 합격자 발표날임
경찰공무원 합격하면 순경부터 시작이고 경찰대 졸업하면 경찰 간부되는거
역시 차태현. ❤❤❤❤❤❤❤❤❤
간만에 KBS드라마 볼만하네요
수정이 진짜 이쁨 ㅇㅈ
오랜만에 역대급 드라마 나왔네요넘 꿀잼이예요
우리나라에 경찰대학이 두군대 있네요 하나는 경찰공무원 시험 합격하면 훈련 가는곳이고 또 하나는 일반 국립 경찰대학교 있네요
청년경찰 플러스 학교? 암튼 너무재밌다.
꿀잼
재밌어요 ㅎㅎㅎㅎㅎ^^
이종혁 아직 충분히 주연급해도 되는데~
나중에 강선호가 그 도박꾼들 잡는데 큰힘이 될듯요
요즘은 이런 부담없이볼수잇는 드라마가 좋다더로드~는 너무 무거워 머리 굴림서 봐야돼
수정이 나오면 다 재미있음
순경이면 저기서 심사하는게 말이 안돼
차태현 화이팅ㅋㅋ
오재밌어재밌어~~~진영.수정.차태현님 다좋네용ㅎㅎ
진영이미지가 엄청바뀐것같은데 부드러웟던거같은데 날카로워졋어요
이종혁이 조연급 포지션인게 진짜 의외다.
가족드라마라서 재미있고 좋네요.^^
유영재랑 삼수생 벌써부터 웃겨ㅋㅋ
드라마야 현실이 아니라고
진영 드뎌 복귀작ㅎ연기 첵오
재밌어요 꿈이생기는거같아요
오랜만에 진짜 괜찮은 드라마 나와서 너무 좋당~ 계속 기대 됩니다
경감이 일반 형사된다는것도 희안하고 ㅋ
넘재미있어요
익숙한 소재지만 연기자들이 맘에 들어서 첫방 끝까지 봤는데 잼나네요👍
추영우 기대되요 홧팅
넘 재밋어요 ㅜㅜ 내일 방송도 기대됩니당 굿
경찰대 가고싶다ㅠㅠ멋져브러
진영은 가수로 데뷔했어요b1a4요 내안의 그놈 영화도 몆해전 찍었구요
차태현이 순경인가요? 소품에도 신경써야 할듯 ㅉㅉ
kbs드라마서 11시20분에 또 하네요
과하지 않고 담백한 드라마!!
진영 구르미 그린 달빛이랑 영화 내안의 그놈에 나왔어요~
갓세븐진영이랑이름같아서동명이인인줄ㅋ
이거보다 라켓으로 넘어가서 낼부터 집중해야지
올림픽 끝나자마자 바로 볼 드라마가 생겨서 좋네요
진영아ㅠㅠㅠ 기다렸어
재밌네
경찰수어 넘 재미 있네요 내일도 본방수사 할게요더운날씨에 수고 많이 하세요 ~~^^♡
껌딱지 최우성이요
찾아보니까 승범역 배우님 이름 최우성이요
넘 재미있네요오랜만에 힐링
경찰수업 넘 재밋게봣어요본방사수~~ㅎㅎ앞으로의 스토리 기대되요^^
이정도면 실시간 시청률1위 나올듯~~
재밌는데요~월,화에 볼 드라마 생겨서 좋네요
이드라마 재미 있나요? 오늘 못봐서~ㅠㅠ
껌딱지 본명 뭐에요?
껌딱지는 이제 안나오나여?
1화치고 넘재밌어요 굿
저는 재밌게 봤어요ㅎㅎ점점 더 재밌어 질듯요
간만에 재밌는 드라마라 반갑네요. 본방사수할게요.
이거 재밌나요??
추영우 아쉽다 내일은 많이 나올겨~???
승범이 본명이 뭐에요?
그런데로 볼만하네요
가볍게 보기렌 좋은듯 전작보다
정진영 사랑해❤️❤️❤️❤️❤️
실제러 경찰대붙음 로또지 인생 출세함
고3인생 최대 행복 ㅠㅠ
실시간 댓글이 그랬나요???저는 드라마 끝나고 톡방에 와본거라서ㅎ
완전 꿀잼인디,,,
아 존잼 ㅠㅠㅠ진영이 대박나자❤
왜 재밌는뎅..?!?!
와 방영중에 실시간 댓들은 다 별로 노잼이라는 분위기였는데 ㅋㅋㅋㅋㅋ 작업 장난아니네ㅋㅋㅋㅋ
앞으론 경찰수업으로 정주행 할께요~~완죤 대박대박~~믿고보는 배우 차배우~~충주의자랑 진영~~드라마 대박 고고고9999
제가 보는 드라마가 다 끝나서 요즘 볼거 없었는데 드디어 월화에 볼 드라마를 찾았어요ㅎㅎ
차태현 지금처럼 드라마 영화에서 연기하는 모습 계속 볼수있으면 좋겠습니다. 대한민국민배우 응원합니다! ^^
경찰수업 화이팅
영재 화이팅~~잘생겻다
경찰수업~~~~대박추영우 엄청 기대되고 낼이 빨리 왔음 좋겠네요보고싶고 또 보고싶어요 ~~~짱짱 ~~~
경찰수업 대박나자
월요일 정착할곳 찾았네요 부모님들도 잼있다고 안주무시고 다보시네요
진영 내안의 그놈이요 거기서 멋있게나옴
가족들이 편히 볼수 있는 드라마라서반가워요
동백꽃 2탄 가나요 ~~ 감동과 재미 줄 드라마 되길 기대해용!
진영이 원래 배우하던애에요? 작품뭐나왓엇나요?
최고 최고 믿고보는 배우 차태현 화이팅
드라마가 무겁지않고 주말연속극처럼 부담없이 웃기 좋네요
경찰수업 화이팅
연기 못한다고는 하지 맙시다 연기 너무 잘하시는데 연기 못한다고 그러시는건 아니죠
시청률 꽤 나오겟는데~ 시간대도 괜찬고 부담없이 볼수잇어서
진짜 차태현 너무 멋져......ㅠㅠ
믿고보는 차태현 배우님 화이팅
드라마 재미잇네요
👍
너무 재밌어요!!!경찰수업 대박💕💕💕💕
오~호 시작이 좋아요~~ 왕 뜨겠어요 방송시간 쪼끔만 일찍시작하면 좋겠다는~? ^^
일단 재밌네.감동도 있고.웃음도있고.
차태현, 공효진은 대사를 편하게 하는게 장점
경찰수업이 나를 살리네.
차태현 배우님 나온다고 해서 경찰수업 기다렸는데 역시 재밌어요ㅎㅎㅎ
수정이 스케이트 프로 할때도 열심히 하는 모습 좋 았는데 유도도 열심히 해서 액션연기도잘할듯
청률 얼마나 나올래나
차태현 연기 못한다고 한사람들 니네보단 잘하니깐 걍 조용히있어 니네가 평가할 사람이아니야
드라마 잘안보는데 차태현 좋아해서 봤는데넘넘 재밌네요!!! 차태현 응원합니다
잼다 ㅜㅜ빨랑 2화!!! 지녕 사랑햐
시험 합격하면 가는곳은 대학이아니라 중앙경찰학교입니다
오늘 실제로 경찰대1차 합격자 발표날임
경찰공무원 합격하면 순경부터 시작이고 경찰대 졸업하면 경찰 간부되는거
역시 차태현. ❤❤❤❤❤❤❤❤❤
간만에 KBS드라마 볼만하네요
수정이 진짜 이쁨 ㅇㅈ
오랜만에 역대급 드라마 나왔네요넘 꿀잼이예요
우리나라에 경찰대학이 두군대 있네요 하나는 경찰공무원 시험 합격하면 훈련 가는곳이고 또 하나는 일반 국립 경찰대학교 있네요
청년경찰 플러스 학교? 암튼 너무재밌다.
꿀잼
재밌어요 ㅎㅎㅎㅎㅎ^^
이종혁 아직 충분히 주연급해도 되는데~
나중에 강선호가 그 도박꾼들 잡는데 큰힘이 될듯요
요즘은 이런 부담없이볼수잇는 드라마가 좋다더로드~는 너무 무거워 머리 굴림서 봐야돼
수정이 나오면 다 재미있음
순경이면 저기서 심사하는게 말이 안돼
차태현 화이팅ㅋㅋ
오재밌어재밌어~~~진영.수정.차태현님 다좋네용ㅎㅎ
진영이미지가 엄청바뀐것같은데 부드러웟던거같은데 날카로워졋어요
이종혁이 조연급 포지션인게 진짜 의외다.
가족드라마라서 재미있고 좋네요.^^
유영재랑 삼수생 벌써부터 웃겨ㅋㅋ
드라마야 현실이 아니라고
진영 드뎌 복귀작ㅎ연기 첵오
재밌어요 꿈이생기는거같아요
오랜만에 진짜 괜찮은 드라마 나와서 너무 좋당~ 계속 기대 됩니다
경감이 일반 형사된다는것도 희안하고 ㅋ
차태현 팀장급 이상인데 무슨 순경이냐!그리고 드라마 계급이 중요하냐의경 출신이냐?
꿀잼 ㅎㅎ
드라마는 드라마로 재밌게봅시다악플달면 서로 안좋아요ㅡㅡ
역시 차태현님👍🏻👍🏻👍🏻👍🏻👍🏻태현님 때문에 보게 되었네요내일도 본방 사수 고고
이종혁 여기저기 열일하네 수목은 더로드~캐릭터집중안된다
재밌네요
드라마는 드라마로 봐라그냥 먼 말들이많냐재밌구만 인생들을 어찌살아가길래 베베꼬였냐 ㅉㅉ
순경 아니었음 순경은 견장에 네모난거 두개 차태현은오각형 두개였음
차태현씨아직도 발연기중~~~참 연기력 휴~~
오랜만에 드라마 보는데 재밌다
재미없으면 보지 마쇼 꾸역꾸역 여기까지 기어와서 난리네
믿고보는 차태현 역시 짱~ 홧팅~
완젼 존잼 예상
차태현이 왜 거기 있냐;;;
잼잇어요
도복 제복 멋지당
정진영 사랑해
진영 대존잘
처음엔 약간 오글거리는데 마지막 꿀잼
차태헌과 진영의 연기 기대됩니다!!! 👏👏👏👏
넘재미있어요
익숙한 소재지만 연기자들이 맘에 들어서 첫방 끝까지 봤는데 잼나네요👍
추영우 기대되요 홧팅
넘 재밋어요 ㅜㅜ 내일 방송도 기대됩니당 굿
경찰대 가고싶다ㅠㅠ멋져브러
진영은 가수로 데뷔했어요b1a4요 내안의 그놈 영화도 몆해전 찍었구요
차태현이 순경인가요? 소품에도 신경써야 할듯 ㅉㅉ
kbs드라마서 11시20분에 또 하네요
과하지 않고 담백한 드라마!!
진영 구르미 그린 달빛이랑 영화 내안의 그놈에 나왔어요~
갓세븐진영이랑이름같아서동명이인인줄ㅋ
이거보다 라켓으로 넘어가서 낼부터 집중해야지
올림픽 끝나자마자 바로 볼 드라마가 생겨서 좋네요
진영아ㅠㅠㅠ 기다렸어
재밌네
경찰수어 넘 재미 있네요 내일도 본방수사 할게요더운날씨에 수고 많이 하세요 ~~^^♡
껌딱지 최우성이요
찾아보니까 승범역 배우님 이름 최우성이요
넘 재미있네요오랜만에 힐링
경찰수업 넘 재밋게봣어요본방사수~~ㅎㅎ앞으로의 스토리 기대되요^^
이정도면 실시간 시청률1위 나올듯~~
재밌는데요~월,화에 볼 드라마 생겨서 좋네요
이드라마 재미 있나요? 오늘 못봐서~ㅠㅠ
껌딱지 본명 뭐에요?
껌딱지는 이제 안나오나여?
1화치고 넘재밌어요 굿
저는 재밌게 봤어요ㅎㅎ점점 더 재밌어 질듯요
간만에 재밌는 드라마라 반갑네요. 본방사수할게요.
이거 재밌나요??
추영우 아쉽다 내일은 많이 나올겨~???
승범이 본명이 뭐에요?
그런데로 볼만하네요
가볍게 보기렌 좋은듯 전작보다
정진영 사랑해❤️❤️❤️❤️❤️
실제러 경찰대붙음 로또지 인생 출세함
고3인생 최대 행복 ㅠㅠ
실시간 댓글이 그랬나요???저는 드라마 끝나고 톡방에 와본거라서ㅎ
완전 꿀잼인디,,,
아 존잼 ㅠㅠㅠ진영이 대박나자❤
왜 재밌는뎅..?!?!
와 방영중에 실시간 댓들은 다 별로 노잼이라는 분위기였는데 ㅋㅋㅋㅋㅋ 작업 장난아니네ㅋㅋㅋㅋ
앞으론 경찰수업으로 정주행 할께요~~완죤 대박대박~~믿고보는 배우 차배우~~충주의자랑 진영~~드라마 대박 고고고9999
제가 보는 드라마가 다 끝나서 요즘 볼거 없었는데 드디어 월화에 볼 드라마를 찾았어요ㅎㅎ
차태현 지금처럼 드라마 영화에서 연기하는 모습 계속 볼수있으면 좋겠습니다. 대한민국민배우 응원합니다! ^^
경찰수업 화이팅
영재 화이팅~~잘생겻다
경찰수업~~~~대박추영우 엄청 기대되고 낼이 빨리 왔음 좋겠네요보고싶고 또 보고싶어요 ~~~짱짱 ~~~
경찰수업 대박나자
월요일 정착할곳 찾았네요 부모님들도 잼있다고 안주무시고 다보시네요
진영 내안의 그놈이요 거기서 멋있게나옴
가족들이 편히 볼수 있는 드라마라서반가워요
동백꽃 2탄 가나요 ~~ 감동과 재미 줄 드라마 되길 기대해용!
진영이 원래 배우하던애에요? 작품뭐나왓엇나요?
최고 최고 믿고보는 배우 차태현 화이팅
드라마가 무겁지않고 주말연속극처럼 부담없이 웃기 좋네요
경찰수업 화이팅
연기 못한다고는 하지 맙시다 연기 너무 잘하시는데 연기 못한다고 그러시는건 아니죠
시청률 꽤 나오겟는데~ 시간대도 괜찬고 부담없이 볼수잇어서
진짜 차태현 너무 멋져......ㅠㅠ
믿고보는 차태현 배우님 화이팅
드라마 재미잇네요
👍
너무 재밌어요!!!경찰수업 대박💕💕💕💕
오~호 시작이 좋아요~~ 왕 뜨겠어요 방송시간 쪼끔만 일찍시작하면 좋겠다는~? ^^
일단 재밌네.감동도 있고.웃음도있고.
차태현, 공효진은 대사를 편하게 하는게 장점
경찰수업이 나를 살리네.
차태현 배우님 나온다고 해서 경찰수업 기다렸는데 역시 재밌어요ㅎㅎㅎ
